,survived,pclass,sex,age_passenger,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,name,country,population,age_city,_merge
222,0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
223,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
224,1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
225,0,3,male,22.0,0,0,9.35,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
226,1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
227,0,3,male,20.5,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
228,0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
229,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
230,1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
231,0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
232,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
233,1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
234,0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
235,0,3,female,,0,0,7.55,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
236,0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
237,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
238,0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
239,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
240,0,3,female,,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
241,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,Queenstown,United Kingdom,12347.0,870.0,both
242,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
243,0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
244,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
245,0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
246,0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
247,1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
248,1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
249,0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
250,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
251,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
252,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
253,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
254,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
255,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
256,1,1,female,,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
257,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
258,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
259,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
260,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
261,1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
262,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
263,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
264,0,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
265,0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
266,0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
267,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
268,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
269,1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
270,0,1,male,,0,0,31.0,S,First,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
271,1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
272,1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
273,0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
274,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
275,1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
276,0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
277,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
284,0,1,male,,0,0,26.0,S,First,man,True,A,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
295,0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
298,1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
300,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
301,1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,Queenstown,United Kingdom,12347.0,870.0,both
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
303,1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
304,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
306,1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
324,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
330,1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,Queenstown,United Kingdom,12347.0,870.0,both
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
334,1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
335,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
347,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
351,0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
354,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
358,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
359,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
364,0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
367,1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
368,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
375,1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
384,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
388,0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
409,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
410,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
411,0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,Queenstown,United Kingdom,12347.0,870.0,both
413,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
415,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
420,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
425,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
428,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
431,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
